;period;start;end;n;missing;start;end;n;log;adjust;lp;ntd;nmh;td-derived;;;td-ftest;easter;nout;noutao;noutls;nouttc;noutso;td(1);;;td(2);;;td(3);;;td(4);;;td(5);;;td(6);;;td(7);;;out(1);;;out(2);;;out(3);;;out(4);;;out(5);;;out(6);;;out(7);;;out(8);;;out(9);;;out(10);;;out(11);;;out(12);;;out(13);;;out(14);;;out(15);;;out(16);;;out(17);;;out(18);;;out(19);;;out(20);;;out(21);;;out(22);;;out(23);;;out(24);;;out(25);;;out(26);;;out(27);;;out(28);;;out(29);;;out(30);;;out(31);;;;neffectiveobs;np;logvalue;adjustedlogvalue;ssqerr;aic;aicc;bic;bicc;ser;ser-ml;mean;skewness;;;kurtosis;;;dh;lb;lb2;;;seaslb;bp;bp2;seasbp;nudruns;ludruns;nruns;lruns;arima;mean;p;d;q;bp;bd;bq;phi(1);phi(2);phi(3);bphi(1);th(1);th(2);bth(1);seasonality;parameters_cutoff;model_changed;tvar-estimator;tvar-estimate;tvar-pvalue;savar-estimator;savar-estimate;savar-pvalue;svar-estimator;svar-estimate;svar-pvalue;ivar-estimator;ivar-estimate;ivar-pvalue;tscorr-estimator;tscorr-estimate;tscorr-pvalue;ticorr-estimator;ticorr-estimate;ticorr-pvalue;sicorr-estimator;sicorr-estimate;sicorr-pvalue;;;method;cycle;seasonality;irregular;tdh;others;total;logstat;levelstat;fcast-insample-mean;fcast-outsample-mean;fcast-outsample-variance;seas-lin-f;seas-lin-qs;seas-lin-kw;seas-lin-friedman;seas-lin-periodogram;seas-lin-spectralpeaks;seas-si-combined;seas-si-evolutive;seas-si-stable;seas-res-f;seas-res-qs;seas-res-kw;seas-res-friedman;seas-res-periodogram;seas-res-spectralpeaks;seas-res-combined;seas-res-combined3;seas-res-evolutive;seas-res-stable;seas-i-f;seas-i-qs;seas-i-kw;seas-i-periodogram;seas-i-spectralpeaks;seas-i-combined;seas-i-combined3;seas-i-evolutive;seas-i-stable;seas-sa-f;seas-sa-qs;seas-sa-kw;seas-sa-friedman;seas-sa-periodogram;seas-sa-spectralpeaks;seas-sa-combined;seas-sa-combined3;seas-sa-evolutive;seas-sa-stable;seas-sa-ac1;td-sa-all;td-sa-last;td-i-all;td-i-last;td-res-all;td-res-last;ic-ratio-henderson;ic-ratio;msr-global;msr(1);msr(2);msr(3);msr(4);msr(5);msr(6);msr(7);msr(8);msr(9);msr(10);msr(11);msr(12);trendfilter;seasfilter;m1;m2;m3;m4;m5;m6;m7;m8;m9;m10;m11;q;q-m2;definition;;annual totals;;spectral seas peaks;spectral td peaks;normality;;independence;;spectral td peaks;;spectral seas peaks;;number of outliers;;mean;;mse;;q;;q-m2;;seas variance;;irregular variance;;seas/irr cross-correlation;;qs test on sa;;qs test on i;;f-test on sa (seasonal dummies);;f-test on i (seasonal dummies);;combined seasonality test on sa;;combined seasonality test on sa (last 3 years);;combined seasonality test on irregular;;f-test on sa (td);;f-test on i (td);;quality
RF0610;12;2004-01-31;2023-10-31;238;0;2012-01-31;2023-10-31;142;1;;;7;0;td-derived;-0,056758;-4,612;0,000003262;;5;4;0;1;0;REG6_Lundi;0,001319;0,5338;REG6_Mardi;-0,001625;-0,503;REG6_Mercredi;0,001328;0,4012;REG6_Jeudi;-0,001942;-0,5577;REG6_Vendredi;-0,002992;-0,8807;REG6_Samedi;0,010316;3,3812;LY;0,050354;4,0435;TC (5-2019);-0,246398;-10,0281;AO (3-2020);-0,003447;-0,1221;AO (4-2020);-0,392628;-11,027;AO (5-2020);-0,494676;-18,4149;AO (10-2021);-0,217277;-12,9006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;129;16;273,989005182;-333,331934212;0,098060571;698,663868424;703,521011281;744,420866894;-6,61688786;0,029328833;0,02757099;-0,262558;Normal with Mean = 0.0 and Stdev = 0.21566554640687682;-0,330655;0,1252;Normal with Mean = 3.0 and Stdev = 0.43133109281375365;3,386226;0,3706;3,038896;8,269101;Chi2 with 21 degrees of freedom ;17,038665;0,7088;0;7,290167;15,179063;0;0,4907;3,141615;-0,425469;15,106345;(0,1,2)(0,1,1);0;0;1;2;0;1;1;;;;;0,165803;-0,40332;-0,795021;1;;;;;;;;;;;;;;;;;;;;;;;;;;x13;0,23267358;0,208107363;0,086138231;0,015906416;0,469837867;1,012663457;716,858250189;719,826696856;0,7833049;0,94484356;0,003903777;0;0;0,857093934;0;0;--.--.AT.AT.AT.At;Present;0,568362687;0;0,411248765;1;0,337555007;0,22212358;0,175118499;--.--.at.-t.--.--;None;None;0,971754468;0,422631953;0,992735978;1;0,999983977;0,995780392;--.--.--.--.--.--;None;None;0,306345835;0,992751972;0,987843359;1;1;0,999935904;0,994143296;--.--.--.--.--.--;None;None;0,001906624;0,999960904;-0,134296478;0,267558199;0,267407231;0,415133308;0,435717743;0,376211774;0,314786181;2,444583263;2,970770028;4,817312904;2,88924432;4,297364338;9,508454258;3,97858144;5,618098383;4,77258591;3,649829414;8,291006139;5,449794442;4,33127904;7,231151779;4,286559489;13 terms Henderson moving average;3x5;1,323164841;0,945361714;0,409232278;1,517087842;0,643209174;0,326925162;0,405767709;0,943108482;0,343887675;0,87495436;0,784746695;0,731558014;0,705132837;Good;0;Good;0,005;Good;Good;Good;0,219;Good;0,994;Good;0,167;Good;0,735;Good;0,021;Good;0,945;Bad;0,004;Good;0,732;Good;0,705;;;;;;;Good;1;Good;1;Good;0,999;Good;0,998;Good;0,924;Good;0,234;Good;0,814;Good;0,267;Good;0,436;Good
RF0620;12;2004-01-31;2023-10-31;238;0;2012-01-31;2023-10-31;142;1;;;5;0;td-derived;-0,001022;-0,0686;0,984389868;;22;11;7;4;0;REG5_Lundi;0,004894;0,3242;REG5_Mardi;0,006552;0,3886;REG5_Mercredi;-0,007347;-0,4313;REG5_Jeudi;-0,000748;-0,0419;REG5_Vendredi;-0,002329;-0,1538;;;;;;;LS (10-2013);-0,91556;-7,7145;LS (11-2013);-1,398644;-10,8205;TC (12-2013);-0,64069;-5,0541;AO (1-2014);-0,832721;-7,459;AO (6-2014);-0,630053;-5,9448;AO (7-2014);-0,975316;-8,6042;AO (9-2014);-0,624099;-5,6232;LS (11-2014);-0,737137;-6,9936;LS (1-2015);1,736635;16,857;AO (3-2015);-0,396184;-3,8016;LS (1-2016);0,53014;5,6932;AO (10-2016);-0,512604;-4,9342;AO (1-2017);-0,32028;-3,0973;LS (3-2018);-1,387006;-12,2629;AO (9-2020);-0,534191;-4,9549;AO (4-2021);-0,930288;-9,0089;AO (9-2021);-1,705368;-15,8095;TC (8-2022);0,3153;3,0102;AO (7-2023);-0,575699;-4,8285;LS (4-2018);1,87777;12,2671;TC (4-2018);-0,874231;-5,7049;TC (8-2019);-0,400518;-4,0039;;;;;;;;;;;;;;;;;;;;;;;;;;;;;129;30;99,3778189;-490,704066118;1,547615039;1041,408132236;1060,387724072;1127,202504367;-3,330581376;0,124403177;0,10953089;0,125634;Normal with Mean = 0.0 and Stdev = 0.21566554640687682;-0,162248;0,4519;Normal with Mean = 3.0 and Stdev = 0.43133109281375365;3,574656;0,1828;3,472856;21,817997;Chi2 with 22 degrees of freedom ;36,938902;0,024;0,20535;19,65853;32,428985;0;-0,5608;6,278753;-1,118829;10,096653;(0,1,1)(0,1,1);0;0;1;1;0;1;1;;;;;-0,611633;;-0,595997;1;;;;;;;;;;;;;;;;;;;;;;;;;;x13;0,00886962;0,00768688;0,015127181;0,000085899;1,013422929;1,045192509;1142,455632072;1178,16728353;0,859842154;0,957491437;0,00708089;0,000000004;0,000000044;0,995947256;0;0;--.a-.-T.--.AT.A-;None;0,000323216;0,000000001;0,39211228;1;0,539021673;0,286345031;0,316968007;--.A-.--.--.--.a-;None;None;0,069696863;0,393070189;0,42249949;1;0,998187439;0,28332682;--.at.--.a-.--.--;None;None;0,058725794;0,430034751;0,457111756;1;0,999981876;0,914913946;0,546180662;--.-t.--.--.--.--;None;None;0;0,654359733;-0,143534413;0,044866864;0,866774035;0,193615382;0,743308188;0,793716632;0,905208627;3,594065757;4,720925113;4,489866009;6,289419818;4,918986088;3,382241699;3,757172876;4,006925582;4,534530436;5,59911894;4,753608552;4,401950233;5,354639492;4,21421051;4,132602615;13 terms Henderson moving average;3x5;2,787512549;3;0,763183046;0,019961682;1,10245988;0,195946404;1,064726352;1,605817875;0,944593309;2,666660168;2,632760685;1,409688082;1,213132676;Good;0;Uncertain;0,013;Good;Good;Good;0,176;Good;0,471;Good;0,399;Good;0,439;Bad;0,092;Good;0,957;Bad;0,007;Bad;1,41;Bad;1,213;;;;;;;Good;1;Good;1;Good;1;Good;0,999;Good;0,809;Good;0,749;Good;0,217;Good;0,867;Good;0,743;Uncertain
RF0811;12;2004-01-31;2023-10-31;238;0;2012-01-31;2023-10-31;142;1;;;5;0;td-derived;-0,061965;-8,2991;0;;17;14;1;2;0;REG5_Lundi;0,013956;1,977;REG5_Mardi;0,005648;0,7019;REG5_Mercredi;0,006782;0,8671;REG5_Jeudi;0,039074;4,8413;REG5_Vendredi;-0,003495;-0,4622;;;;;;;LS (2-2012);-0,303454;-4,3832;AO (3-2020);-0,274749;-5,2414;AO (4-2020);-0,690577;-12,2482;AO (5-2020);-0,417299;-7,0669;AO (6-2020);-0,173247;-2,9019;AO (7-2020);-0,140203;-2,2301;AO (8-2020);-0,228352;-3,4889;AO (9-2020);-0,222702;-3,6256;AO (10-2020);-0,407157;-6,7896;AO (11-2020);-0,136943;-2,3053;AO (12-2020);-0,108266;-1,8916;AO (1-2021);-0,13715;-2,5902;TC (7-2023);0,264636;3,9054;AO (9-2023);0,307765;4,8964;TC (3-2016);-0,207163;-4,1543;AO (8-2018);0,260706;4,8421;AO (8-2019);0,234789;4,0832;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;129;25;177,335699863;-416,11766864;0,477681914;882,23533728;894,856696503;953,730647389;-4,69447148;0,067448881;0,060851956;-0,496609;Normal with Mean = 0.0 and Stdev = 0.21566554640687682;-0,29606;0,1698;Normal with Mean = 3.0 and Stdev = 0.43133109281375365;3,345854;0,4227;2,621653;27,786362;Chi2 with 22 degrees of freedom ;13,637682;0,9138;0,083365;24,902852;11,978837;0,074455;1,542199;9,051534;0,144602;6,903201;(0,1,1)(0,1,1);0;0;1;1;0;1;1;;;;;-0,537623;;-0,298932;1;;;;;;;;;;;;;;;;;;;;;;;;;;x13;0,050423015;0,318448375;0,033788674;0,034893737;0,655506699;1,093060501;945,94403376;961,430338967;0,828612629;0,06080625;0,303911761;0;0;0,000000021;0;0;AT.AT.AT.AT.AT.AT;Present;0,052558057;0;0,175377665;0,959174434;0,109984272;0,312859034;0,385327311;--.--.--.A-.--.--;None;None;0,194028629;0,167765489;0,721251077;1;0,999311198;0,757540714;--.--.--.--.--.--;None;None;0,047158313;0,719191166;0,858149996;1;0,999983892;0,965328278;0,846679384;--.--.--.--.--.--;None;None;0,002235834;0,838584961;-0,390091909;0,010621756;0,010298393;0,077502297;0,081806096;0,994508343;0,817571118;4,361520534;4,532081927;3,473356401;2,963093784;3,416341375;4,460730479;4,059174714;3,878013874;4,773871998;4,647715275;1,913185029;3,559236264;3,822068866;5,567821103;2,704067873;13 terms Henderson moving average;3x5;0,452380208;0,513970995;1,050507487;0,219578503;0,877482373;0,21065744;0,25270122;0,647630619;0,199962018;0,813684825;0,776912446;0,510422259;0,509983651;Good;0;Good;0,009;Bad;Good;Good;0,27;Good;0,183;Good;0,266;Uncertain;0,099;Bad;0,071;Uncertain;0,061;Good;0,304;Good;0,51;Good;0,51;;;;;;;Good;1;Good;1;Good;1;Good;0,997;Bad;0,024;Good;0,83;Good;0,344;Uncertain;0,01;Good;0,082;Uncertain
RF0812;12;2004-01-31;2023-10-31;238;0;2012-01-31;2023-10-31;142;0;;;2;0;td-derived;-5,935134;-2,1463;0;;4;4;0;0;0;LY;4,714328;1,7078;REG1_Semaine;1,220805;11,8914;;;;;;;;;;;;;;;;AO (2-2012);-26,629242;-5,6825;AO (3-2020);-41,586188;-10,9231;AO (4-2020);-63,92523;-16,7099;AO (5-2020);-17,039579;-4,452;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;129;9;-370,038786312;-370,038786312;2141,288364719;758,077572623;759,590177665;783,815884263;3,110734277;4,206732468;4,074203555;0,32636;Normal with Mean = 0.0 and Stdev = 0.21566554640687682;-0,204381;0,3433;Normal with Mean = 3.0 and Stdev = 0.43133109281375365;3,624046;0,148;3,882587;25,815667;Chi2 with 22 degrees of freedom ;19,979246;0,5843;0,092122;22,818506;17,690839;0,082277;-0,7711;5,107568;-1,296137;20,502398;(0,1,1)(0,1,1);0;0;1;1;0;1;1;;;;;-0,716347;;-0,771771;1;;;;;;;;;;;;;;;;;;;;;;;;;;x13;0,033323332;0,800301644;0,029964526;0,045981552;0,100812982;1,010384036;767,908639284;759,590177665;0,19034116;0,010748786;0,41539365;0;0;0;0;0;AT.AT.AT.AT.AT.AT;Present;0,045051354;0;0,6824821;0,954983708;0,49279612;0,13332129;0,304135595;A-.--.--.--.--.--;None;None;0,318653385;0,663650608;0,956305851;1;0,999964929;0,964207797;--.--.--.--.--.--;None;None;0,271174742;0,955743639;0,993649911;1;0,999999147;0,997066493;0,999912998;--.--.--.--.--.--;None;None;0,001212295;0,984065624;-0,385592787;0,000310235;0,01446591;0,027370417;0,018597795;0,196586526;0,053771822;4,787151226;7,69230439;4,583816532;5,488242934;3,534804026;2,909490217;4,582768398;5,039063129;5,757083045;4,265958355;5,994261833;4,484740118;6,093259904;4,282688625;4,404100907;23-Henderson;3x5;0,13879483;0,150943243;1,269594396;0,678697192;1,655188095;0,233526613;0,115070859;0,239769661;0,108457049;0,267432505;0,2363096;0,482400115;0,523366695;Good;0;Uncertain;0,011;Good;Good;Good;0,144;Good;0,26;Uncertain;0,061;Good;0,35;Good;0,017;Uncertain;0,011;Good;0,415;Good;0,482;Good;0,523;;;;;;;Good;1;Good;1;Good;0,994;Good;0,984;Good;0,772;Good;0,997;Good;0,828;Uncertain;0,014;Uncertain;0,019;Good
RF0893;12;2004-01-31;2023-10-31;238;0;2012-01-31;2023-10-31;142;0;;;5;0;td-derived;-0,610082;-0,4311;0,046013735;;1;1;0;0;0;REG5_Lundi;0,495321;0,3653;REG5_Mardi;0,869463;0,5649;REG5_Mercredi;3,364613;2,2227;REG5_Jeudi;-2,782823;-1,7653;REG5_Vendredi;-1,336493;-0,9756;;;;;;;AO (12-2012);-51,409215;-4,7989;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;129;9;-488,196233254;-488,196233254;13425,818371731;994,392466509;995,905071551;1020,130778148;4,946506187;10,533621249;10,201770014;-0,173291;Normal with Mean = 0.0 and Stdev = 0.21566554640687682;0,020461;0,9244;Normal with Mean = 3.0 and Stdev = 0.43133109281375365;2,364544;0,1407;1,913936;32,065243;Chi2 with 22 degrees of freedom ;25,584868;0,2699;0,554078;28,036056;22,552467;0,444581;-0,1402;4,507595;-2,142568;16,662493;(0,1,1)(0,1,1);0;0;1;1;0;1;1;;;;;-0,887395;;-0,73074;1;;;;;;;;;;;;;;;;;;;;;;;;;;x13;0,094680462;0,605862736;0,188114968;0,020581517;0,031041702;0,940281384;1013,470910134;995,905071551;0,401251209;0,011391251;0,113551412;0;0;0,000000001;0;0;At.at.AT.aT.-t.AT;Present;0,023847309;0;0,909708882;0,75802512;0,954623042;0,735169538;0,750537234;--.--.--.--.--.--;None;None;0,942452353;0,909745806;0,964684218;1;0,999684495;0,9581156;--.--.--.--.--.--;None;None;0,46463013;0,968821356;0,990451257;1;0,997203192;0,956991373;0,994418185;--.--.--.--.--.--;None;None;0,308922014;0,970868964;-0,536568032;0,244968448;0,286137061;0,435396155;0,273537527;0,800831194;0,421038738;6,809732152;10,864164971;5,101806682;6,105722328;6,347580756;6,124116319;4,686514011;6,039005978;4,99772954;4,551586618;3,946985537;10,11818882;6,042932978;4,58359791;2,662692842;23-Henderson;3x5;1,655959226;0,997503329;2,140239417;0,339348596;3;0,440722673;0,377238044;0,789514958;0,220230337;0,904600072;0,843799067;1,09908637;1,111641577;Good;0;Good;0,007;Good;Good;Good;0,384;Uncertain;0,076;Good;0,837;Good;0,221;Good;0,004;Uncertain;0,011;Good;0,114;Bad;1,099;Bad;1,112;;;;;;;Good;1;Good;1;Good;1;Good;0,999;Good;0,87;Good;0,798;Good;0,849;Good;0,286;Good;0,274;Good
RF0899;12;2004-01-31;2023-10-31;238;0;2012-01-31;2023-10-31;142;1;;;1;0;;;;;;8;8;0;0;0;REG1_Semaine;0,011699;6,173;;;;;;;;;;;;;;;;;;;AO (6-2017);-0,526792;-7,2688;AO (3-2020);-0,187465;-2,4457;AO (4-2020);-0,260984;-3,3004;AO (5-2020);-0,463166;-5,7886;AO (6-2020);-0,458465;-5,7922;AO (7-2020);-0,047695;-0,6233;AO (3-2016);-0,281806;-3,8874;AO (11-2021);-0,275095;-3,7954;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;129;12;137,352617562;-452,617172997;0,711898352;929,234345993;931,924001166;963,552094846;-4,785229938;0,077672626;0,074287226;-0,669799;Normal with Mean = 0.0 and Stdev = 0.21566554640687682;-0,088877;0,6803;Normal with Mean = 3.0 and Stdev = 0.43133109281375365;3,114445;0,7908;0,709944;12,126263;Chi2 with 22 degrees of freedom ;26,259011;0,2407;0;11,010753;22,504969;0;-0,1402;4,936548;-0,539784;8,415232;(0,1,1)(0,1,1);0;0;1;1;0;1;1;;;;;-0,582589;;-0,999891;1;;;;;;;;;;;;;;;;;;;;;;;;;;x13;0,196563021;0,47731866;0,11822187;0,050375057;0,171240744;1,013719353;954,936354368;954,142055319;0,722330883;0,371536854;0,243922024;0;0;0;0;0;--.At.AT.AT.-t.AT;Present;0,010672535;0;0,194846228;1;0,190725419;0,283389186;0,408618186;--.--.--.--.--.a-;None;None;0,67014819;0,181245675;0,967025259;1;0,999923709;0,970909165;--.--.--.--.--.--;None;None;0,033967828;0,966359133;0,933275009;1;0,999959017;0,968106741;0,898497428;--.--.--.--.--.--;None;None;0,000013256;0,984110142;-0,431315949;0,02423589;0,011426074;0,030813533;0,020337469;0,017075739;0,024824557;4,081528162;4,49509637;5,66565922;9,268291874;6,867668385;6,957049997;5,406691713;3,664097557;5,320838968;6,455871483;4,258335037;7,566679085;4,818800562;5,420734531;4,928487477;13 terms Henderson moving average;3x5;0,97069766;0,768181285;0,899645502;0,738582239;0,952762931;0,666263688;0,343393758;0,608407386;0,174633571;0,611701905;0,544309607;0,664915332;0,652152124;Good;0;Good;0,009;Good;Good;Good;0,701;Good;0,955;Good;0,157;Good;0,408;Uncertain;0,034;Good;0,372;Good;0,244;Good;0,665;Good;0,652;;;;;;;Good;1;Good;1;Good;1;Good;1;Good;0,583;Good;0,885;Good;0,535;Uncertain;0,011;Uncertain;0,02;Good
RF1011;12;2004-01-31;2023-10-31;238;0;2012-01-31;2023-10-31;142;1;;;7;0;td-derived;-0,072518;-5,4529;0;;9;8;1;0;0;REG6_Lundi;-0,001129;-0,3856;REG6_Mardi;0,018047;5,5326;REG6_Mercredi;0,016672;5,0107;REG6_Jeudi;0,013236;3,7486;REG6_Vendredi;0,010431;3,0319;REG6_Samedi;-0,033553;-9,751;LY;0,048814;3,6994;AO (5-2020);-0,020633;-0,9324;AO (6-2020);0,052482;2,4344;AO (10-2020);-0,004186;-0,1965;AO (12-2020);0,010333;0,4653;AO (1-2021);0,031789;1,4712;AO (3-2021);0,056737;2,6249;AO (5-2021);-0,012778;-0,5599;AO (6-2021);0,00073;0,033;LS (1-2018);0,108401;8,0341;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;129;19;305,407048463;-281,661342635;0,062243607;601,32268527;608,295162334;655,659120953;-6,958398495;0,023680228;0,021966078;-0,465458;Normal with Mean = 0.0 and Stdev = 0.21566554640687682;0,441286;0,0407;Normal with Mean = 3.0 and Stdev = 0.43133109281375365;3,933049;0,0305;6,459732;29,268786;Chi2 with 22 degrees of freedom ;18,848141;0,6547;0,911469;25,886766;16,397697;0,81406;-0,3505;3,869883;-1,454281;25,120779;(0,1,1)(0,1,1);0;0;1;1;0;1;1;;;;;-0,793493;;-0,669393;1;;;;;;;;;;;;;;;;;;;;;;;;;;x13;0,028588324;0,179712125;0,051357102;0,248077691;0,479862218;0,987597459;648,147563151;649,059488124;0,704189089;0,016300467;0,834467308;0;0;0;0;0;--.At.aT.AT.AT.-t;Present;0,013400759;0;0,221235442;0,633982019;0,280268179;0,214028309;0,304645712;--.--.--.--.--.--;None;None;0,112569783;0,237945119;0,98569637;0,993064539;0,99928329;0,89318318;--.--.--.--.--.--;None;None;0,05241294;0,985803144;0,994576252;0,999784913;0,999877282;0,988155905;0,983286613;--.--.--.--.--.--;None;None;0,026084383;0,989095761;-0,508868442;0,00076434;0,854712396;0,001122389;0,381942731;0,097631988;0,469677594;6,765790975;10,630362688;5,025261305;4,760228821;6,75771531;5,848278706;7,28417365;3,796153186;3,914794101;3,774044457;4,753195145;5,286171935;7,183285722;4,332720313;4,564318901;23-Henderson;3x5;0,951197034;0,649019322;1,757047019;0,219578503;2,533410743;0,410104522;0,336318748;0,624385435;0,205523115;0,711546567;0,695647111;0,854387165;0,879769708;Good;0;Uncertain;0,012;Good;Good;Uncertain;0,04;Good;0,137;Good;0,1;Good;0,391;Uncertain;0,038;Uncertain;0,016;Good;0,834;Good;0,854;Good;0,88;;;;;;;Good;1;Good;1;Good;0,87;Good;0,948;Good;0,688;Good;0,309;Good;0,92;Good;0,855;Good;0,382;Good
RF1012;12;2004-01-31;2023-10-31;238;0;2012-01-31;2023-10-31;142;0;;;5;0;td-derived;-5,219108;-20,0788;0;;2;0;1;1;0;REG5_Lundi;0,052674;0,1935;REG5_Mardi;2,032254;6,3937;REG5_Mercredi;1,51208;4,5819;REG5_Jeudi;1,261864;3,6793;REG5_Vendredi;0,360236;1,2786;;;;;;;LS (4-2022);-9,090448;-4,8102;TC (5-2022);-10,117101;-3,8931;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;130;10;-307,782309802;-307,782309802;791,836743999;635,564619604;637,4133591;664,239964108;2,143803943;2,558144899;2,468005648;-1,152313;Normal with Mean = 0.0 and Stdev = 0.21483446221182986;0,095373;0,6571;Normal with Mean = 3.0 and Stdev = 0.4296689244236597;2,624295;0,3819;0,612141;15,656105;Chi2 with 22 degrees of freedom ;38,640761;0,0155;0,781777;13,845175;34,583517;0,698861;-0,069826;3,320001;0,528286;4,015385;(1,0,0)(0,1,1);0;1;0;0;0;1;1;-0,751667;;;;;;-0,774731;1;;;;;;;;;;;;;;;;;;;;;;;;;;x13;0,103232817;0,378838891;0,056058014;0,24589985;0,195128105;0,979157677;662,493948903;659,921259181;0,132084709;0,609419625;0,636155488;0;0;0;0;0;A-.AT.AT.AT.AT.-t;Present;0,114646724;0;0,646069229;0,676455741;0,466685045;0,454935108;0,604048627;--.--.--.--.--.--;None;None;0,181685448;0,636245272;0,625496631;1;0,986411814;0,659880194;--.--.--.--.--.--;None;None;0,077528584;0,619786812;0,882612991;1;0,999842107;0,992140701;0,854541357;--.--.--.--.--.--;None;None;0;0,975841622;-0,189032522;0,016776024;0,592037506;0,014098536;0,322795078;0,447393642;0,604702811;2,518962978;3,189590443;4,153552848;6,608925362;6,270834269;2,676464504;3,630309499;4,962585543;4,587022333;3,703083908;3,789739062;4,449242628;3,547435649;3,570642054;4,404567784;13 terms Henderson moving average;3x5;0,458620957;0,342208538;0,578748875;0,499042053;0,730419933;0,061421139;0,275238942;0,631239362;0,420126009;1,04013632;1,024338664;0,473509178;0,489737347;Good;0;Good;0,007;Good;Good;Good;0,736;Good;0,833;Good;0,141;Good;0,234;Good;0,008;Good;0,609;Good;0,636;Good;0,474;Good;0,49;;;;;;;Good;1;Good;1;Good;0,991;Good;0,978;Good;0,962;Good;0,731;Good;0,566;Good;0,592;Good;0,323;Good
RF1013;12;2004-01-31;2023-10-31;238;0;2012-01-31;2023-10-31;142;1;;;0;0;;;;;;12;8;1;3;0;;;;;;;;;;;;;;;;;;;;;;AO (4-2020);-0,010832;-0,5804;AO (5-2020);-0,027964;-1,4436;AO (1-2021);-0,039301;-1,9627;AO (2-2021);0,00335;0,1726;AO (5-2021);-0,018143;-0,917;AO (6-2021);-0,025606;-0,9957;AO (7-2021);-0,010801;-0,5705;AO (2-2015);-0,096836;-8,601;LS (1-2018);0,01237;9,9525;TC (2-2012);0,037402;6,9979;TC (8-2020);-0,031091;-5,4354;TC (2-2017);-0,03104;-7,8533;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;130;19;321,344542399;-283,754531007;0,050215281;605,509062015;612,418152924;659,992216574;-7,185004031;0,021174294;0,019653788;-0,057518;Normal with Mean = 0.0 and Stdev = 0.21483446221182986;-0,183168;0,3939;Normal with Mean = 3.0 and Stdev = 0.4296689244236597;2,930861;0,8722;0,797241;47,000475;Chi2 with 19 degrees of freedom ;25,69163;0,139;1,972591;40,684104;23,11258;1,763377;0,34913;3,193312;-1,582528;10,306902;(3,0,1)(0,1,1);1;3;0;1;0;1;1;0,040898;-0,048427;-0,356474;;-1;;-0,550867;1;;;;;;;;;;;;;;;;;;;;;;;;;;x13;0,050609133;0,605880909;0,280114591;0;0,042926752;0,979531385;708,841657511;714,061520597;0,826916574;0,086356047;0,003484817;0;0;0,000001083;0;0;AT.At.aT.-t.at.--;Present;0,986517594;0;0,912496245;0,37295566;0,861803135;0,836287516;0,849898955;--.--.--.--.--.--;None;None;0,577135043;0,907978503;0,941856494;0,042713893;0,999736178;0,97182065;--.--.--.--.--.--;None;None;0,200365147;0,939805765;0,964661692;0,003124084;0,998908472;0,99997636;0,981940238;--.--.--.--.--.--;None;None;0,011079751;0,95835952;-0,620528925;0;0;0;0,000000001;0,000000237;0,000409714;14,467022956;16,89175398;4,955804698;5,775354202;5,752420657;4,055088673;4,937749898;5,954073412;3,638965518;4,765153849;4,752210947;5,575821533;4,705967517;4,914240962;5,375283669;23-Henderson;3x5;1,720319943;1,404224966;3;0,93819906;2,892788105;0,382321879;0,356713285;0,965576349;0,269520709;1,118760223;1,050491099;1,295426783;1,281979817;Good;0;Good;0,001;Bad;Severe;Good;0,671;Bad;0;Severe;0;Good;0,191;Bad;0,05;Uncertain;0,086;Bad;0,003;Bad;1,295;Bad;1,282;;;;;;;Bad;0,003;Bad;0,003;Good;0,993;Good;0,997;Good;0,982;Good;0,746;Good;0,921;Severe;0;Severe;0;Severe
