;period;start;end;n;missing;start;end;n;missing;log;adjust;mean;nlp;lp;ntd;nmh;td-derived;td-ftest;easter;leaster;nout;nao;nls;ntc;nso;td(1);;;td(2);;;td(3);;;td(4);;;td(5);;;td(6);;;outlier(1);;;outlier(2);;;outlier(3);;;outlier(4);;;outlier(5);;;outlier(6);;;outlier(7);;;outlier(8);;;outlier(9);;;outlier(10);;;outlier(11);;;outlier(12);;;outlier(13);;;outlier(14);;;outlier(15);;;outlier(16);;;outlier(17);;;outlier(18);;;outlier(19);;;outlier(20);;;outlier(21);;;outlier(22);;;outlier(23);;;outlier(24);;;outlier(25);;;outlier(26);;;outlier(27);;;outlier(28);;;outlier(29);;;outlier(30);;;nusers;mu;;;neffectiveobs;nparams;ll;adjustedll;ssqerr;aic;bic;aicc;bicc;hannanquinn;df;nobs;bic2;ser;type;mean;skewness;;kurtosis;;doornikhansen;lb;lb2;;seaslb;bp;bp2;seasbp;nudruns;ludruns;nruns;lruns;p;d;q;bp;bd;bq;phi(1);;;phi(2);;;phi(3);;;bphi(1);;;theta(1);;;theta(2);;;btheta(1);;;mode;seasonal;cycle;seasonality;irregular;tdh;others;total;fcast-insample-mean;fcast-outsample-mean;fcast-outsample-variance;seas-lin-qs;seas-lin-f;seas-lin-friedman;seas-lin-kw;seas-lin-periodogram;seas-lin-spectralpeaks;seas-lin-combined;seas-lin-evolutive;seas-lin-stable;seas-si-combined;seas-si-combined3;seas-si-evolutive;seas-si-stable;seas-res-qs;seas-res-f;seas-res-kw;seas-res-friedman;seas-res-periodogram;seas-res-spectralpeaks;seas-res-combined;seas-res-combined3;seas-res-evolutive;seas-res-stable;seas-i-f;;seas-i-qs;;seas-i-kw;seas-i-friedman;seas-i-periodogram;seas-i-spectralpeaks;seas-i-combined;seas-i-combined3;seas-i-evolutive;seas-i-stable;seas-sa-f;;seas-sa-qs;;seas-sa-kw;seas-sa-friedman;seas-sa-periodogram;seas-sa-spectralpeaks;seas-sa-combined;seas-sa-combined3;seas-sa-evolutive;seas-sa-stable;seas-sa-ac1;td-sa-all;td-sa-last;td-i-all;td-i-last;td-res-all;td-res-last;icratio;d9-global-msr;trend-filter;seasonal-filters;m1;m2;m3;m4;m5;m6;m7;m8;m9;m10;m11;q;q-m2;summary;f-test on sa (td);;f-test on i (td);;qs test on sa;;qs test on i;;f-test on sa (seasonal dummies);;f-test on i (seasonal dummies);
RF2342;12;2012-01-01;2024-10-01;154;0;2012-01-01;2024-10-01;154;0;1;None;0;0;NA;6;0;NA;5,635335;NA;0;8;7;1;0;0;r.LY;0,048183;1,2313;r.REG5_Lundi;0,009607;1,0625;r.REG5_Mardi;-0,004863;-0,4506;r.REG5_Mercredi;0,034363;3,2817;r.REG5_Jeudi;-0,004796;-0,4609;r.REG5_Vendredi;0,007885;0,8461;AO (8-2012);0,333011;4,4243;AO (3-2020);-0,161008;-2,1323;AO (4-2020);-0,864325;-10,9399;AO (5-2020);-0,587185;-7,3545;AO (6-2020);-0,19864;-2,6094;LS (9-2020);0,356198;4,8364;AO (12-2022);-0,415208;-5,5147;AO (12-2023);-0,678394;-8,2771;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;0;;NA;NA;141;17;148,372281521;-483,64739506;0,962702504;1001,29479012;1051,423708256;1006,270399876;-4,425209326;1021,665448732;124;154;-1,507912375;0;FullResiduals;1,384127;-0,111754;0,588;2,985567;0,9721;0,434247;20,901667;38,049036;0,0181;0,24459;18,744844;33,713562;0,220644;-1,340201;6,710099;1,099384;5,313411;0;1;1;0;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,431736;-4,6787;0;NA;NA;NA;-0,629007;-6,6136;0;Multiplicative;1;0,191490126;0,416907046;0,010883022;0,009982033;0,517089989;1,146352216;0,141134496;0,985414437;0,001668479;238,912689;99,646093;111,897436;128,199314;116,032593;At.aT.AT.AT.at.AT;Present;0,464126127;0;Present;ProbablyNone;0,642311272;0;0,24459;1,402637;12,119101;14,020979;1,492936;A-.--.--.--.--.--;None;None;0,742087033;0,183439121;0,70532;0,7317;0;1;3,370849;3,153846;0,71044;--.--.--.--.--.--;None;None;0,030124352;0,602252202;0,649757;0,7831;0;1;3,736319;3,679487;0,675315;--.--.--.--.--.--;None;None;1,176e-06;0,844228097;-0,29140804;0,325645;0,325645;0,379426;0,379426;0,509187;0,509187;2,280395372;3,553378445;13;S3X5;0,332192866;0,225363356;0,640197686;0,397883639;0,672012684;0,178648622;0,234594223;0,556934329;0,449338713;0,714561417;0,675557506;0,413916803;0,437221162;Good;0,325645132796024;0,922676695599996;0,379426300675438;0,891215409868643;0;1;0;1;0,649757295190464;0,783058382738394;0,705320292550471;0,73171192859544
RF2351;12;2012-01-01;2024-10-01;154;0;2012-01-01;2024-10-01;154;0;1;None;0;0;NA;6;0;NA;4,071215;NA;0;8;6;0;2;0;r.LY;0,081703;2,8399;r.REG5_Lundi;0,011336;1,9192;r.REG5_Mardi;0,003148;0,4575;r.REG5_Mercredi;-0,006022;-0,8609;r.REG5_Jeudi;-0,001468;-0,2055;r.REG5_Vendredi;0,013153;2,094;AO (2-2012);-0,451967;-8,6833;AO (1-2013);-0,130636;-2,8829;TC (6-2013);0,135614;3,1229;TC (12-2014);-0,144562;-3,2467;AO (1-2017);-0,216976;-4,8271;AO (3-2020);-0,473237;-10,235;AO (4-2020);-0,85648;-18,3049;AO (5-2020);-0,105702;-2,2671;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;0;;NA;NA;141;17;224,125542274;-415,771828986;0,294491606;865,543657972;915,672576108;870,519267728;-5,609703262;885,914316584;124;154;-2,582426712;0;FullResiduals;1,091106;-0,1309;0,5257;2,852532;0,7208;0,442884;19,123133;13,860886;0,9063;0;17,178476;12,613165;0;-0,53608;12,571514;-0,92472;8,840551;0;1;1;0;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,636812;-8,6775;0;NA;NA;NA;-0,922787;-5,2048;0;Multiplicative;1;0,102561517;0,888837963;0,015740851;0,009737014;0,27724788;1,294125224;0,075811088;0,121700503;0,464382045;236,972253;142,544092;121,897436;139,842801;215,052606;At.At.AT.At.At.AT;Present;0,414130231;0;Present;Present;0,163306837;0;0;0,861937;10,999914;12,062937;0,89561;--.--.--.--.--.-t;None;None;0,476675523;0,587275203;0,372328;0,9647;0;1;1,335152;0,897436;0,380575;--.--.--.--.--.--;None;None;0,245576455;0,947464104;0,376163;0,9633;0;1;2,60988;4,358974;0,442586;--.--.--.--.--.--;None;None;0,046746499;0,947790427;-0,417282391;0,726653;0,726653;0,786717;0,786717;0,44477;0,44477;3,73512429;5,50861955;23;S3X5;0,128291287;0,217790453;1,367562145;0,397883639;1,478784382;0,60344782;0,145432842;0,202184556;0,108206607;0,222996762;0,208033527;0,493530553;0,52761079;Good;0,726652603506835;0,628816687666812;0,786716839339337;0,581668567829393;0;1;0;1;0,376162630773734;0,963291935640764;0,372328233087652;0,964678697324047
RF2361;12;2012-01-01;2024-10-01;154;0;2012-01-01;2024-10-01;154;0;0;None;0;0;NA;7;0;NA;25,930384;NA;0;5;5;0;0;0;r.LY;3,852014;1,6484;r.REG6_Lundi;1,83356;3,9339;r.REG6_Mardi;0,455233;0,8336;r.REG6_Mercredi;1,775955;3,1816;r.REG6_Jeudi;1,082823;1,9295;r.REG6_Vendredi;0,186869;0,3328;AO (2-2012);-27,378573;-6,0921;AO (3-2020);-47,003644;-11,9264;AO (4-2020);-65,736058;-16,0569;AO (5-2020);-23,233203;-5,8084;AO (1-2024);-16,705782;-4,2343;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;0;;NA;NA;141;15;-412,52533938;-412,52533938;2736,53577335;855,050678761;899,282077116;858,890678761;3,457054423;873,024789301;126;154;6,377887072;0;FullResiduals;-0,228359;0,167523;0,4167;3,227838;0,5808;1,464205;21,404857;13,292781;0,9247;0,93857;19,186571;11,776015;0,846682;-1,340201;27,520142;-0,755608;4,067266;0;1;1;0;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,359462;-3,5541;5e-04;NA;NA;NA;-0,650787;-6,6458;0;Additive;1;0,117952477;0,816932678;0,009980226;0,031257206;0,146905403;1,123027991;0,995999601;0,503339146;0,258439953;263,636869;229,172535;126,012821;143,334032;411,129539;At.At.AT.At.At.AT;Present;0,001850269;0;Present;Present;9,838e-06;0;0,93857;1,421486;16,313655;14,748252;1,350588;--.--.--.--.--.--;None;None;0,212918049;0,145363585;0,124694;0,9997;0,139572;0,9326;0,787326;0,987179;0,126334;--.--.--.--.--.--;None;None;0,942704314;0,987641874;0,136355;0,9996;0;1;1,576309;1,717949;0,148872;--.--.--.--.--.--;None;None;0,116425362;0,9996944;-0,210846572;0,573808;0,573808;0,748809;0,748809;0,556156;0,556156;2,321139053;4,466742113;13;S3X5;0,131305532;0,116988509;0,660569526;0,472486821;0,648682403;0,186696845;0,166592171;0,226127222;0,178650785;0,23125785;0,227473859;0,296550256;0,318743281;Good;0,573807735496319;0,750716401680164;0,748808623951912;0,611300901256467;0;1;0,139571585350813;0,932593566884447;0,136355478681356;0,999564678661141;0,124693561907217;0,999718072005043
RF2362;12;2012-01-01;2024-10-01;154;0;2012-01-01;2024-10-01;154;0;1;None;0;0;NA;7;0;NA;8,620721;NA;0;4;4;0;0;0;r.REG6_Lundi;-0,005064;-0,9066;r.REG6_Mardi;0,011825;1,8592;r.REG6_Mercredi;-0,00017;-0,0271;r.REG6_Jeudi;0,025137;3,9121;r.REG6_Vendredi;-0,005764;-0,8933;r.REG6_Samedi;-0,000328;-0,0516;AO (3-2020);-0,461045;-10,7055;AO (4-2020);-0,583151;-13,4445;AO (5-2020);-0,180036;-4,0436;AO (8-2020);0,164033;3,8493;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;0;;NA;NA;141;14;225,18611004;-422,259406865;0,325349695;872,51881373;913,801452195;875,852147063;-5,61534594;889,294650234;127;154;-2,70276299;0;FullResiduals;0,443956;-0,179397;0,3845;3,383976;0,352;2,318267;23,205816;31,015145;0,0958;0,384156;20,987812;27,862093;0,344996;0,26804;0,542917;-0,205845;8,364104;0;1;1;0;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,72557;-12,3667;0;NA;NA;NA;-0,574793;-5,9609;0;Multiplicative;1;0,060238002;0,899936449;0,010137659;0,016489144;0,106021714;1,092822968;0,360459534;0,214798897;0,607489106;258,174431;170,869372;116,538462;132,093129;309,531643;At.AT.AT.At.At.AT;Present;0,866129683;0;Present;ProbablyNone;0,380712931;0;0,384156;1,358668;16,165536;13,48951;1,28136;--.-t.--.--.--.--;None;None;0,132768831;0,169470504;0,467435;0,9203;0;1;1,963353;2,769231;0,454616;--.--.--.-t.--.--;None;None;0,103195946;0,802154498;0,307553;0,9833;0;1;4,345736;3,435897;0,392931;--.--.--.-t.--.--;None;None;0,557132667;0,952487709;-0,398924875;0,143176;0,143176;0,128713;0,128713;0,145772;0,145772;3,944309388;4,40161049;23;S3X5;0,142462833;0,113399391;1,472154694;0,397883639;1,745001697;0,160644196;0,153645132;0,287988735;0,20339018;0,359749835;0,337154182;0,503709792;0,551950403;Good;0,143176228456253;0,990118701742898;0,128713077207317;0,992580107455241;0;1;0;1;0,307552748705621;0,983271211956043;0,46743540974776;0,920321541377362
RF2363;12;2012-01-01;2024-10-01;154;0;2012-01-01;2024-10-01;154;0;1;None;0;0;NA;1;0;NA;NA;NA;0;10;10;0;0;0;r.REG1_Semaine;0,013442;13,4844;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;AO (2-2012);-0,306669;-6,7537;AO (1-2013);-0,189598;-4,8362;AO (1-2017);-0,160549;-4,3028;AO (2-2018);-0,211665;-5,6889;AO (3-2020);-0,773064;-19,2161;AO (4-2020);-1,124927;-28,0451;AO (5-2020);-0,234794;-5,8215;AO (6-2020);-0,073041;-1,8045;AO (9-2020);-0,046135;-1,2277;AO (10-2020);-0,112055;-3,0053;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;0;;NA;NA;141;15;232,463429744;-401,451649937;0,287850035;832,903299874;877,13469823;836,743299874;-5,702709307;850,877410414;126;154;-2,770889795;0;FullResiduals;0,098548;-0,001435;0,9944;3,717028;0,0822;4,823626;17,733749;17,638772;0,6717;1,446078;16,006713;15,81212;1,183155;0,06701;3,869319;-0,417383;7,224844;2;1;0;0;1;1;0,668503;7,7235;0;0,151021;1,7374;0,0848;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,692618;-8,5097;0;Multiplicative;1;0,187734709;0,781656151;0,004895911;0,036432297;0,328198169;1,338917236;0,666870746;0,356206035;0,07351393;251,608811;188,809898;123,397436;140,637993;316,971754;At.At.AT.AT.At.AT;Present;0,152848509;0;Present;Present;0,343634795;0;1,446078;0,975805;14,506234;11,433566;1,08779;A-.--.A-.--.--.--;None;None;0,447895693;0,438360271;0,858294;0,5827;0;1;2,436953;3,25641;0,629979;--.--.--.--.--.--;None;None;0,449774218;0,808107412;0,384934;0,96;0;1;3,459087;5,089744;0,414298;--.--.--.--.--.--;None;None;0,287817985;0,983670638;-0,574981953;0,153087;0,153087;0,174044;0,174044;0,35039;0,35039;2,033224008;3,894739734;13;S3X5;0,066542759;0,072877306;0,516612004;0,721164096;0,667454844;0,042104106;0,114104803;0,213361603;0,157357896;0,220457581;0,198329598;0,264896268;0,288628948;Good;0,153087315128767;0,988190695860504;0,17404355464862;0,983452379456667;0;1;0;1;0,384934087701571;0,959994285101249;0,858294164419678;0,582690813183624
RF2391;12;2012-01-01;2024-10-01;154;0;2012-01-01;2024-10-01;154;0;0;None;0;0;NA;5;0;NA;11,712331;NA;0;5;3;1;1;0;r.REG5_Lundi;1,8027;2,0356;r.REG5_Mardi;0,901324;0,8619;r.REG5_Mercredi;1,846339;1,7745;r.REG5_Jeudi;1,474444;1,4258;r.REG5_Vendredi;-0,100974;-0,108;;NA;NA;TC (6-2012);36,53835;4,5869;AO (3-2020);-42,46183;-5,8625;AO (4-2020);-35,305565;-4,6979;AO (5-2020);-16,260806;-2,2151;LS (2-2023);47,398012;6,4711;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;0;;NA;NA;141;13;-500,24913964;-500,24913964;9390,458189947;1026,498279279;1064,832157854;1029,364421011;4,619860531;1042,075841747;128;154;7,55200112;0;FullResiduals;0,626055;0,065621;0,7504;3,622881;0,1311;3,954533;22,805689;24,891214;0,3023;0,363536;20,138176;22,719905;0,327945;-1,139171;11,837116;-1,71284;6,181675;0;1;1;0;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,45417;-5,0868;0;NA;NA;NA;-0,700988;-7,0161;0;Additive;1;0,103588767;0,318606304;0,013800731;0,017926384;0,562704502;1,016626688;0,55568878;0,658032371;0,305117257;222,10672;60,905057;116;133,458323;94,612994;At.At.AT.AT.At.AT;Present;0,637845794;0;Present;ProbablyNone;0,499042422;0;0,363536;0,650727;5,667797;7,811189;0,742464;--.a-.--.--.--.--;None;None;0,99631116;0,751891282;0,936649;0,5077;0,000556;0,9997;2,686162;3,294872;0,906679;--.--.--.--.--.--;None;None;0,779044991;0,548532265;0,479211;0,9134;0,032171;0,984;4,414791;3,307692;0,523325;--.--.--.--.--.--;None;None;0,1946442;0,811735656;-0,31838188;0,75689;0,75689;0,861474;0,861474;0,38371;0,38371;2,453152251;4,694714639;13;S3X5;0,554010989;0,315592807;0,726576126;0,621693186;0,72514931;0,277885856;0,220401749;0,46989434;0,241548093;0,567285104;0,537972797;0,453747986;0,470823345;Good;0,756890055831052;0,604945023548624;0,861473862603818;0,52491087670385;0,03217149488882;0,984042937270472;0,000556323829829493;0,999721876768524;0,479210917148987;0,9133943535848;0,936649146509013;0,507707567144453
RF2399;12;2012-01-01;2024-10-01;154;0;2012-01-01;2024-10-01;154;0;1;None;1;0;NA;1;0;NA;NA;NA;0;2;2;0;0;0;r.REG1_Semaine;0,010752;5,8048;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;AO (3-2020);-0,667955;-8,4804;AO (4-2020);-1,559756;-19,7211;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;0;Constant;-0,010599;-1,9423;142;8;145,209177376;-501,542916834;0,99383585;1019,085833668;1042,732450129;1020,168540435;-4,717708951;1028,694858749;134;154;-1,765998157;0;FullResiduals;-0,197131;0,57704;0,005;3,984936;0,0166;8,189291;30,828901;49,794873;4e-04;3,006236;26,942367;43,779087;2,713963;0,534165;3,929842;-0,806795;24,642158;1;0;1;0;1;1;-0,729827;-7,4441;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,362467;-2,9238;0,0041;NA;NA;NA;-0,774142;-9,569;0;Multiplicative;1;0,02391681;0,984385345;0,006982105;0,006884328;0,133042879;1,155211467;0,941337375;0,236085541;0,613718357;228,684229;201,829475;125,974359;143,865376;197,493776;At.At.AT.At.AT.-t;Present;0,222788616;0;Present;Present;0,542217662;0;3,006236;1,803035;11,482012;14,86014;1,857021;--.--.--.--.--.--;None;None;0,118929954;0,243648723;0,973378;0,4739;0,067023;0,967;2,549022;2,576923;1,00193;--.--.--.--.--.--;None;None;0,823276234;0,537296098;0,797365;0,6424;0;1;2,971401;2,564103;0,999875;--.--.--.--.--.--;None;None;0,055695123;0,804297942;-0,439206676;0,392473;0,392473;0,427796;0,427796;0,292755;0,292755;2,683546675;4,417676017;13;S3X5;0,051811219;0,080535756;0,841773338;0,273545002;1,039301361;0,167070407;0,105202198;0,224472433;0,174496977;0,24785384;0,241513385;0,317570123;0,346866505;Good;0,392473342792751;0,882952686622049;0,427795821531361;0,859509763575759;0;1;0,0670232667457609;0,967043661186463;0,797364509917447;0,642413075706659;0,973378011353886;0,473856952864081
RF2410;12;2012-01-01;2024-10-01;154;0;2012-01-01;2024-10-01;154;0;0;None;0;0;NA;6;0;NA;2,504027;NA;0;13;13;0;0;0;r.LY;6,490206;2,4158;r.REG5_Lundi;-1,519932;-2,3478;r.REG5_Mardi;1,797135;2,4015;r.REG5_Mercredi;0,474789;0,6692;r.REG5_Jeudi;-0,866692;-1,2282;r.REG5_Vendredi;0,097988;0,1435;AO (3-2020);-32,796671;-6,7662;AO (4-2020);-39,735137;-7,874;AO (5-2020);-37,606933;-7,2838;AO (6-2020);-30,854218;-6,0502;AO (7-2020);-19,944986;-3,7417;AO (8-2020);-20,472802;-4,0364;AO (9-2020);-9,560105;-1,8771;AO (10-2020);-19,80295;-4,0593;AO (12-2020);11,526396;2,3778;AO (2-2023);-22,484707;-4,6035;AO (5-2023);-24,794366;-4,8084;AO (6-2023);-30,211357;-6,0739;AO (7-2023);-16,910384;-3,3668;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;0;;NA;NA;141;22;-438,524805825;-438,524805825;4046,571664499;921,049611651;985,922329239;929,625882837;4,093914754;947,411640442;119;154;6,992356945;0;FullResiduals;-0,45399;-0,012892;0,9502;2,664304;0,4158;0,249168;14,897818;36,285083;0,0283;0,777925;13,153872;32,765746;0,636484;0,26804;2,429125;0,099629;14,80422;0;1;1;0;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,654359;-9,9173;0;NA;NA;NA;-0,472117;-5,8689;0;Additive;1;0,188345098;0,748972434;0,022546233;0,009333277;0,232401901;1,201598943;0,383760464;0,318207862;0,117756036;221,425907;64,289387;117,564103;135,978626;89,674658;AT.AT.AT.AT.a-.AT;Present;0,047742948;0;Present;ProbablyNone;0,00675178;0;0,777925;1,709782;15,021735;12,552448;1,570575;--.--.a-.A-.--.a-;None;None;0,005365301;0,080513574;0,639534;0,7922;0,12501;0,9394;3,247256;5,538462;0,623056;at.--.--.--.--.a-;None;None;0,405465284;0,873119076;0,483029;0,9111;0;1;2,924925;5,589744;0,503694;-t.--.--.--.--.--;None;None;0,10656707;0,924626679;-0,453305852;0,271581;0,271581;0,351136;0,351136;0,617527;0,617527;3,782278634;3,14468801;23;S3X5;0,299031744;0,293724451;1,391139317;0,348148184;1,381049126;0,342124796;0,266436846;0,493135384;0,367688681;0,561174673;0,546573109;0,567832762;0,601711317;Good;0,271580770329027;0,949470803042858;0,351135537352368;0,908313715606779;0;1;0,125009508093164;0,939408596810631;0,483029180929488;0,911082416413551;0,639534076657577;0,79216152239381
RF2420;12;2012-01-01;2024-10-01;154;0;2012-01-01;2024-10-01;154;0;1;None;0;0;NA;5;0;NA;7,098543;NA;0;2;2;0;0;0;r.REG5_Lundi;-0,010254;-0,677;r.REG5_Mardi;0,030918;1,7598;r.REG5_Mercredi;-0,005991;-0,3426;r.REG5_Jeudi;0,037352;2,1193;r.REG5_Vendredi;0,024898;1,5628;;NA;NA;AO (4-2020);-0,707078;-5,9223;AO (5-2020);-0,276073;-2,3051;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;0;;NA;NA;141;10;81,439176657;-624,476003022;2,40137138;1268,952006043;1298,439604947;1270,644313736;-3,756841617;1280,934746403;131;154;-0,804189748;0;FullResiduals;0,045084;0,133786;0,5166;3,036904;0,9287;0,650055;15,104182;18,820277;0,6564;0,023372;13,547872;16,845993;0,019122;0,871131;5,587066;-0,591054;20,878529;0;1;1;0;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,615222;-9,6457;0;NA;NA;NA;-0,769682;-9,6842;0;Multiplicative;1;0,448210054;0,473321957;0,056710449;0,036703578;0,053811136;1,068757174;0,87441475;0,591835517;0,619933121;169,795321;34,850375;83,24359;92,36331;37,746663;--.AT.AT.AT.AT.At;Present;0,692534522;0;Present;ProbablyNone;0,464331676;0;0,023372;1,398745;16,477243;14,300699;1,505851;--.--.a-.--.-t.At;None;None;0,186470505;0,164288133;0,301012;0,9847;0;1;1,206922;1,564103;0,302397;--.--.--.--.--.--;None;None;0,184344611;0,975706985;0,295593;0,9858;0;1;3,326546;2,205128;0,294569;--.--.--.--.--.--;None;None;1,01e-07;0,971980266;-0,43007522;1,422712;1,422712;1,590251;1,590251;1,223954;1,223954;3,500385315;4,951269821;23;S3X5;1,216090787;0,599356549;1,250192658;0,124338637;1,288101642;0,380507928;0,369696162;0,7413132;0,394698395;0,630084644;0,585088521;0,696919677;0,708978041;Good;1,42271194745473;0,209667409340448;1,59025123016864;0,153912592859013;0;1;0;1;0,295592522647884;0,985766737201915;0,30101214824431;0,984669567678421
RF2431;12;2012-01-01;2024-10-01;154;0;2012-01-01;2024-10-01;154;0;1;None;0;0;NA;1;0;NA;NA;NA;0;5;5;0;0;0;r.REG1_Semaine;0,013644;7,4799;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;AO (4-2015);-0,285027;-3,8109;AO (3-2020);-0,165082;-2,0476;AO (4-2020);-0,781463;-9,1446;AO (5-2020);-0,435758;-5,0818;AO (6-2020);-0,467639;-5,8005;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;0;;NA;NA;141;9;132,972573426;-524,507906268;1,174846755;1067,015812537;1093,55465155;1068,389858338;-4,506841469;1077,800278861;132;154;-1,570257502;0;FullResiduals;1,26203;0,62226;0,0026;4,625579;1e-04;11,993239;26,091176;15,769517;0,8272;0,031475;22,712643;14,09582;0,028394;0,06701;2,856959;0,473082;14,166943;0;1;1;0;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,42941;-5,0894;0;NA;NA;NA;-0,720006;-10,589;0;Multiplicative;1;0,127080302;0,815248248;0,013663904;0,01925862;0,089252293;1,064503368;0,243347952;0,723236591;0,974459685;245,397221;159,106863;112,551282;127,588428;254,695517;At.AT.AT.AT.AT.AT;Present;0,889308435;0;Present;ProbablyNone;0,86653617;0;0,031475;1,260274;8,501421;7,181818;1,319563;--.--.--.--.--.-t;None;None;0,303699908;0,214762681;1,11352;0,3558;0;1;1,854223;2,24359;1,120434;--.--.--.--.-t.-t;None;None;0,083951387;0,382578244;0,97754;0,4701;0;1;8,523796;5,910256;1,033562;--.--.--.--.-t.-t;None;None;0,003662569;0,787080031;-0,344159271;0,511695;0,511695;0,491172;0,491172;0,505901;0,505901;2,639571504;4,595055762;13;S3X5;0,229770094;0,150029521;0,819785752;0,024867727;0,788723105;0,238022305;0,16729445;0,327773135;0,184411475;0,408192617;0,396037618;0,332145155;0,354653829;Good;0,511694711906808;0,798779933687794;0,491171581907447;0,814174003920965;0;1;0;1;0,977540425764662;0,470086212066414;1,11351980692338;0,355768151056984
