;period;start;end;n;missing;start;end;n;log;adjust;lp;;;ntd;nmh;td-derived;td-ftest;easter;;;nout;noutao;noutls;nouttc;noutso;td(1);;;out(1);;;out(2);;;out(3);;;out(4);;;out(5);;;out(6);;;out(7);;;out(8);;;out(9);;;out(10);;;out(11);;;out(12);;;out(13);;;out(14);;;out(15);;;out(16);;;out(17);;;out(18);;;out(19);;;out(20);;;out(21);;;out(22);;;out(23);;;out(24);;;out(25);;;out(26);;;out(27);;;out(28);;;out(29);;;out(30);;;out(31);;;;neffectiveobs;np;logvalue;adjustedlogvalue;ssqerr;aic;aicc;bic;bicc;ser;ser-ml;mean;skewness;;;kurtosis;;;dh;lb;lb2;;;seaslb;bp;bp2;seasbp;nudruns;ludruns;nruns;lruns;arima;mean;p;d;q;bp;bd;bq;phi(1);phi(2);phi(3);bphi(1);th(1);th(2);bth(1);seasonality;parameters_cutoff;model_changed;tvar-estimator;tvar-estimate;tvar-pvalue;savar-estimator;savar-estimate;savar-pvalue;svar-estimator;svar-estimate;svar-pvalue;ivar-estimator;ivar-estimate;ivar-pvalue;tscorr-estimator;tscorr-estimate;tscorr-pvalue;ticorr-estimator;ticorr-estimate;ticorr-pvalue;sicorr-estimator;sicorr-estimate;sicorr-pvalue;;;method;cycle;seasonality;irregular;tdh;others;total;logstat;levelstat;fcast-insample-mean;fcast-outsample-mean;fcast-outsample-variance;seas-lin-f;seas-lin-qs;seas-lin-kw;seas-lin-friedman;seas-lin-periodogram;seas-lin-spectralpeaks;seas-si-combined;seas-si-evolutive;seas-si-stable;seas-res-f;seas-res-qs;seas-res-kw;seas-res-friedman;seas-res-periodogram;seas-res-spectralpeaks;seas-res-combined;seas-res-combined3;seas-res-evolutive;seas-res-stable;seas-i-f;seas-i-qs;seas-i-kw;seas-i-periodogram;seas-i-spectralpeaks;seas-i-combined;seas-i-combined3;seas-i-evolutive;seas-i-stable;seas-sa-f;seas-sa-qs;seas-sa-kw;seas-sa-friedman;seas-sa-periodogram;seas-sa-spectralpeaks;seas-sa-combined;seas-sa-combined3;seas-sa-evolutive;seas-sa-stable;seas-sa-ac1;td-sa-all;td-sa-last;td-i-all;td-i-last;td-res-all;td-res-last;ic-ratio-henderson;ic-ratio;msr-global;msr(1);msr(2);msr(3);msr(4);msr(5);msr(6);msr(7);msr(8);msr(9);msr(10);msr(11);msr(12);trendfilter;seasfilter;m1;m2;m3;m4;m5;m6;m7;m8;m9;m10;m11;q;q-m2;definition;;annual totals;;spectral seas peaks;spectral td peaks;normality;;independence;;spectral td peaks;;spectral seas peaks;;number of outliers;;mean;;mse;;q;;q-m2;;seas variance;;irregular variance;;seas/irr cross-correlation;;qs test on sa;;qs test on i;;f-test on sa (seasonal dummies);;f-test on i (seasonal dummies);;combined seasonality test on sa;;combined seasonality test on sa (last 3 years);;combined seasonality test on irregular;;f-test on sa (td);;f-test on i (td);;quality
RF0610;12;1990-01-31;2021-12-31;384;0;1990-01-31;2021-12-31;384;1;1;;;;1;0;;;;;;13;7;1;5;0;Week days;0,000556;1,918;TC (4-2020);-0,426098;-18,2541;AO (5-2020);-0,308948;-16,2384;TC (5-2019);-0,256759;-11,0274;AO (10-2021);-0,225052;-11,8168;AO (7-1990);-0,16629;-8,7721;AO (5-1999);-0,110759;-5,9414;TC (1-2007);-0,105022;-4,5713;TC (4-2000);-0,12533;-5,4309;AO (2-2009);0,093261;5,0298;AO (11-1995);0,095794;5,1273;LS (6-2010);0,120073;4,9431;AO (2-2007);-0,084342;-4,5451;TC (12-1999);-0,101498;-4,4144;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;371;17;839,600444162;-1000,994236469;0,222748395;2035,988472937;2037,722183985;2102,563908001;-7,162768301;0,025049157;0,024503061;0,542494;Normal with Mean = 0.0 and Stdev = 0.1271711710197892;0,021291;0,867;Normal with Mean = 3.0 and Stdev = 0.2543423420395784;2,945897;0,8315;0,03307;22,002339;Chi2 with 22 degrees of freedom ;27,690641;0,1862;2,272874;21,085152;26,989314;2,187565;-0,864044;5,904934;0,677146;4,957886;(0,1,1)(0,1,1);0;0;1;1;0;1;1;;;;;-0,144453;;-0,90051;1;;;;;;;;;;;;;;;;;;;;;;;;;;x13;0,200075071;0,13736203;0,030940683;0,003122747;0,728343551;1,099844082;2539,389610943;2547,011585857;0,370971596;0,132321792;0,763243617;0;0;0,997161716;0;0;-t.-t.AT.AT.AT.AT;Present;0,86280963;0;0,434943759;0,320960501;0,411129985;0,724740187;0,545165816;--.--.--.--.--.--;None;None;0,003859781;0,433628659;0,907347665;1;0,999711852;0,904714575;--.--.-t.--.--.--;None;None;0,016788106;0,908076057;0,986847521;1;0,999999985;0,975431828;0,904446183;--.--.-t.--.--.--;None;None;0;0,999926689;-0,043281808;0,263015969;0,024535267;0,127840436;0,082652437;0,437657402;0,156190293;2,032044596;2,231014638;5,389453019;5,263541203;5,302884467;6,097730044;3,9287736;5,346684857;5,104365231;4,845273812;5,576424737;6,109579798;5,79744812;7,902083993;4,780007411;13 terms Henderson moving average;3x5;1,081026132;0,078746811;0,261612382;1,208309183;0,434308722;0,555781208;0,235934363;0,712943453;0,183883831;1,118034468;1,078433231;0,536047619;0,592567943;Good;0;Good;0,003;Bad;Good;Good;0,984;Good;0,46;Uncertain;0,047;Good;0,632;Uncertain;0,034;Good;0,132;Good;0,763;Good;0,536;Good;0,593;;;;;;;Good;1;Good;1;Good;0,983;Good;0,988;Good;0,534;Uncertain;0,069;Good;0,453;Uncertain;0,025;Good;0,083;Good
RF0620;12;1990-01-31;2021-12-31;384;0;1990-01-31;2021-12-31;384;1;0;;;;0;0;;;;;;25;14;8;3;0;;;;LS (11-2013);-2,588911;-37,4209;LS (1-2015);1,599032;21,9616;AO (7-1990);-2,048419;-17,484;AO (9-2021);-1,553695;-15,0631;TC (3-2018);-1,259614;-12,193;AO (10-2013);-0,980341;-9,2315;AO (5-1999);-0,86845;-8,7804;AO (4-2021);-0,986517;-9,6405;AO (8-2014);0,838361;8,053;LS (1-2016);0,449899;6,8722;LS (9-1992);0,226174;5,8643;AO (1-2014);-1,075378;-8,8967;AO (10-2014);0,687222;6,5857;AO (6-2000);-0,59421;-6,0062;LS (6-2014);-0,605798;-7,1358;TC (9-2005);-0,627258;-6,2743;LS (4-2018);0,346506;7,629;AO (8-1990);-0,555866;-4,7549;AO (4-2007);-0,464274;-4,7021;LS (10-2016);-0,295594;-4,739;AO (12-2021);-0,594094;-5,0559;LS (12-2010);-0,173955;-4,6024;AO (12-2013);-0,552502;-4,5598;TC (8-2019);-0,457371;-4,366;AO (6-1995);-0,409929;-4,1133;;;;;;;;;;;;;;;;;;;;372;29;280,38277949;-2156,786674359;4,610356242;4371,573348717;4376,661068015;4485,221270491;-3,945080585;0,115767864;0,111325787;0,400632;Normal with Mean = 0.0 and Stdev = 0.1270001270001905;-0,493382;0,0001;Normal with Mean = 3.0 and Stdev = 0.254000254000381;4,695792;0;27,20573;12,959546;Chi2 with 22 degrees of freedom ;19,459969;0,6168;0,021411;12,343343;18,69147;0,020605;1,643573;5,517208;-1,370336;31,354015;(0,0,1)(0,1,1);1;0;0;1;0;1;1;;;;;0,47272;;-0,865491;1;;;;;;;;;;;;;;;;;;;;;;;;;;x13;0,004730246;0,007549003;0,01134866;0;0,975309914;0,998937823;5084,713453069;5235,659397653;0,632249079;0,19569985;0,047790392;0;0;0,99703909;0;0;--.-T.-T.--.At.-t;Present;0,009848727;0;0,687999101;0,989351481;0,619301692;0,236722927;0,685475414;--.-t.--.A-.A-.--;None;None;0,015302096;0,685475414;0,414330841;1;0,999912707;0,279338498;--.-t.--.--.--.--;None;None;0,069078636;0,41076687;0,599042341;1;0,999998502;0,779892009;0,214885687;--.-t.--.--.--.--;None;None;0;0,669534946;-0,217815256;0,318078321;0,994161751;0,951104428;0,79248112;0,829698462;0,986567343;4,312353647;5,259018601;4,645183124;3,513947252;7,898717357;5,520392569;3,633564743;4,010060872;3,864159952;5,270855306;4,695453459;5,166896005;6,020911574;3,66328997;4,963039064;13 terms Henderson moving average;3x5;2,550708003;3;0,792282195;1,396617107;1,86863017;0,25807325;0,764270899;1,370589596;0,306759785;1,896358318;1,715901796;1,406858655;1,209953545;Good;0;Uncertain;0,018;Good;Good;Bad;0;Good;0,934;Good;0,545;Good;0,64;Bad;0,065;Good;0,196;Uncertain;0,048;Bad;1,407;Bad;1,21;;;;;;;Good;1;Good;1;Good;0,999;Good;1;Good;0,855;Bad;0,027;Good;0,743;Good;0,994;Good;0,792;Uncertain
RF0811;12;1990-01-31;2021-12-31;384;0;1990-01-31;2021-12-31;384;0;0;Leap year;9,073385;2,3572;2;1;;;Easter [1];-10,226684;-4,1166;1;0;1;0;0;Week days;1,707194;10,3284;LS (2-2012);-45,931459;-6,5653;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;372;9;-1439,733387304;-1439,733387304;48840,307826365;2897,466774608;2897,964012177;2932,736819296;5,004705417;11,583465365;11,458235033;-0,198792;Normal with Mean = 0.0 and Stdev = 0.1270001270001905;-0,31724;0,0125;Normal with Mean = 3.0 and Stdev = 0.254000254000381;4,037481;0;14,971309;13,426134;Chi2 with 21 degrees of freedom ;23,940527;0,2959;1,181541;12,827048;22,811035;1,137312;-0,698519;3,410394;-0,401676;6,509268;(1,0,1)(0,1,1);1;1;0;1;0;1;1;-0,873132;;;;-0,527868;;-0,730632;1;;;;;;;;;;;;;;;;;;;;;;;;;;x13;0,058619482;0,365621629;0,057122393;0,030090541;0,50449685;1,015950895;2979,541222693;2941,203395523;0,83622283;0,020544941;0,250481511;0;0;0;0;0;AT.AT.AT.AT.AT.AT;Present;0,000004502;0;0,358803907;0,553900478;0,304004076;0,206612524;0,356788011;--.a-.--.--.--.A-;None;None;0,370287112;0,356788011;0,799363749;1;0,999122424;0,799416071;--.--.--.--.--.--;None;None;0,074750984;0,799416071;0,889705104;1;0,999998838;0,891709699;0,540106503;--.--.--.--.--.--;None;None;0,020172397;0,995351801;-0,46248124;0,207976473;0,655380439;0,094992619;0,721712346;0,121804391;0,842563176;4,742406578;5,363190269;4,631340565;3,72086619;4,329416629;4,775626819;5,451670947;6,439815525;8,096884539;7,996601623;2,48977599;4,542899782;4,758843595;5,837076216;2,838062561;13 terms Henderson moving average;3x5;0,702094437;0,492702664;1,165220308;0,125538616;1,195688841;0,252536226;0,284528154;0,616204344;0,241204459;0,695391982;0,644520907;0,572581451;0,58245411;Good;0;Good;0,007;Good;Good;Bad;0,001;Good;0,893;Uncertain;0,057;Good;0,465;Good;0,003;Uncertain;0,021;Good;0,25;Good;0,573;Good;0,582;;;;;;;Good;1;Good;1;Good;0,925;Good;0,942;Good;0,982;Good;0,996;Good;0,799;Good;0,655;Good;0,722;Good
RF0812;12;1990-01-31;2021-12-31;384;0;1990-01-31;2021-12-31;384;0;0;Leap year;6,33696;3,295;2;1;;;Easter [1];-4,70997;-4,301;8;7;0;1;0;Week days;1,206783;16,3013;TC (3-2020);-44,741827;-10,0326;AO (4-2020);-39,898314;-8,5785;AO (2-2012);-30,203519;-6,5939;AO (5-2011);24,328319;5,6527;AO (2-1991);-25,154493;-5,6607;AO (1-1997);-23,01111;-5,3271;AO (2-1996);-18,513641;-4,022;AO (12-2010);-17,846058;-4,1435;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;371;16;-1118,352468244;-1118,352468244;8620,431866683;2268,704936488;2270,241659651;2331,364169489;3,384887945;4,920843043;4,820338723;0,26401;Normal with Mean = 0.0 and Stdev = 0.1271711710197892;-0,231566;0,0686;Normal with Mean = 3.0 and Stdev = 0.2543423420395784;3,467412;0,0661;5,603225;37,3265;Chi2 with 20 degrees of freedom ;26,893209;0,1383;1,444142;35,642518;25,704997;1,389938;-0,24687;0,350666;-0,209904;1,940544;(2,1,1)(0,1,1);0;2;1;1;0;1;1;0,006253;0,136854;;;-0,608084;;-0,860588;1;;;;;;;;;;;;;;;;;;;;;;;;;;x13;0,035836012;0,797898446;0,035679799;0,038454996;0,091433035;0,999302288;2658,933712349;2551,944300081;0,632038866;0,284080049;0,152097101;0;0;0;0;0;AT.AT.AT.AT.AT.AT;Present;0,045103672;0;0,87560666;0,48574528;0,803117492;0,917017045;0,870031969;--.--.--.--.--.A-;None;None;0,593760964;0,873587534;0,869704724;1;0,999854739;0,866956487;--.--.--.--.--.A-;None;None;0,428903017;0,866956487;0,915225638;1;0,999857407;0,939509049;0,85572193;--.--.--.--.--.a-;None;None;0,100879659;0,960861894;-0,385418689;0,000004458;0,106215805;0,000566601;0,279772582;0,000257771;0,188969377;5,129820527;7,845832714;5,186300483;5,463759073;6,412973846;4,546080311;4,659395547;4,78174225;5,625312622;6,743356264;3,896617352;5,153777827;6,934340858;4,364504122;5,480225854;23-Henderson;3x5;0,202564493;0,209139307;1,393300836;1,11415522;1,563109884;0,474520193;0,097034885;0,250796832;0,0498439;0,303749615;0,277800893;0,552891532;0,595377762;Good;0;Good;0,006;Good;Good;Uncertain;0,061;Uncertain;0,011;Bad;0,007;Good;0,215;Good;0,021;Good;0,284;Good;0,152;Good;0,553;Good;0,595;;;;;;;Good;1;Good;1;Good;0,96;Good;0,945;Good;0,258;Good;0,559;Good;0,528;Good;0,106;Good;0,28;Good
RF0893;12;1990-01-31;2021-12-31;384;0;1990-01-31;2021-12-31;384;0;0;;;;0;0;;;;;;2;1;1;0;0;;;;AO (12-2012);-64,207092;-6,4363;LS (12-2008);-25,087154;-4,8129;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;371;5;-1416,785821327;-1416,785821327;43382,189721419;2843,571642655;2843,736026217;2863,152652968;4,825388743;10,872331922;10,81356213;-0,676529;Normal with Mean = 0.0 and Stdev = 0.1271711710197892;-0,109225;0,3904;Normal with Mean = 3.0 and Stdev = 0.2543423420395784;3,121657;0,6324;1,178544;34,237592;Chi2 with 22 degrees of freedom ;31,646635;0,0836;0,801513;33,174347;30,179629;0,771429;0,740609;3,747144;-0,757066;11,847961;(0,1,1)(0,1,1);0;0;1;1;0;1;1;;;;;-0,869698;;-0,803103;1;;;;;;;;;;;;;;;;;;;;;;;;;;x13;0,041407317;0,452900856;0,131965735;0;0,368737996;0,995011903;2985,435203332;2897,53846595;0,60182612;0,615488828;0,727111292;0;0;0;0;0;AT.At.AT.AT.at.AT;Present;0,060414081;0;0,968293562;0,669813111;0,986608925;0,984605113;0,982644531;--.--.--.--.--.--;None;None;0,066217152;0,966895144;0,965032299;1;0,999629826;0,963481452;--.--.--.--.--.--;None;None;0,018850526;0,963481452;0,977265259;1;0,999590314;0,998146441;0,986197726;--.--.--.--.--.--;None;None;0,150527599;0,966104977;-0,55520085;0,286152937;0,756219099;0,389402485;0,746563506;0,447009804;0,943804601;7,385603011;13,300404449;4,993899185;5,30595682;5,604783325;5,220557661;4,107820641;4,551624369;6,789527845;3,726568014;6,28002215;6,194181346;4,603020398;6,657577369;3,405503604;23-Henderson;3x5;1,892607871;0,817054617;2,45948525;0,392308176;3;0,397559674;0,286173331;0,749556221;0,124547461;0,781923492;0,673700443;1,097149356;1,131767807;Good;0;Good;0,002;Good;Good;Good;0,555;Uncertain;0,046;Good;0,217;Good;0,565;Good;0,005;Good;0,615;Good;0,727;Bad;1,097;Bad;1,132;;;;;;;Good;1;Good;1;Good;0,999;Good;0,997;Good;0,583;Good;0,974;Good;0,643;Good;0,756;Good;0,747;Good
RF0899;12;1990-01-31;2021-12-31;384;0;1990-01-31;2021-12-31;384;0;0;Leap year;0,370975;0,1271;2;1;;;Easter [1];-4,305425;-2,1892;3;2;0;1;0;Week days;1,22234;9,5129;AO (6-2017);-49,015287;-6,3737;TC (5-2020);-33,65566;-4,2568;AO (3-2016);-32,113672;-4,045;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;371;9;-1354,003722436;-1354,003722436;31399,399827824;2726,007444871;2726,50605983;2761,253263435;4,565915086;9,300522783;9,19970113;-0,05741;Normal with Mean = 0.0 and Stdev = 0.1271711710197892;0,198851;0,1179;Normal with Mean = 3.0 and Stdev = 0.2543423420395784;3,410455;0,1066;4,570887;28,342087;Chi2 with 22 degrees of freedom ;29,317929;0,136;1,412627;27,266723;28,453953;0;0,740609;3,103269;0,405264;8,041624;(0,1,1)(0,1,1);0;0;1;1;0;1;1;;;;;-0,589531;;-0,700623;1;;;;;;;;;;;;;;;;;;;;;;;;;;x13;0,156386253;0,662627905;0,098801571;0,037527752;0,046173543;1,001517024;2921,690207143;2795,430944078;0,721793624;0,191769355;0,003985374;0;0;0;0;0;AT.AT.AT.AT.AT.AT;Present;0,282437192;0;0,043528895;1;0,045090923;0,006998297;0,027648748;--.--.-t.--.-t.--;None;None;0,022604879;0,042087352;0,184119428;1;0,980644994;0,180818163;--.--.--.--.--.--;None;None;0,455666763;0,180818163;0,414784225;1;0,97308678;0,937481638;0,21519373;--.--.--.--.--.--;None;None;0,000057574;0,319866955;-0,46200622;0,030851899;0,100524091;0,119876004;0,119789551;0,243776014;0,170109991;4,472718482;5,054115546;4,607026595;7,057513076;4,600013308;5,827463723;7,403248605;7,171832924;6,27680379;3,24842898;1,501187549;6,505364708;5,242734048;4,53813528;4,272234449;13 terms Henderson moving average;3x5;0,617438967;0,348742218;0,955349593;0,627693082;0,949179874;0,242810638;0,244043792;0,52427098;0,223238107;0,487790823;0,465948796;0,5089499;0,528750849;Good;0;Good;0,004;Bad;Good;Good;0,102;Good;0,165;Uncertain;0,015;Uncertain;0,068;Good;0,008;Good;0,192;Bad;0,004;Good;0,509;Good;0,529;;;;;;;Good;1;Good;1;Good;0,977;Good;0,967;Good;0,358;Good;0,826;Good;0,146;Good;0,101;Good;0,12;Good
RF1011;12;1990-01-31;2021-12-31;384;0;1990-01-31;2021-12-31;384;1;1;;;;1;1;;;Easter [15];0,028185;4,6932;5;2;1;2;0;Week days;0,012617;27,7992;TC (11-2000);-0,247141;-12,2519;LS (1-2018);0,089072;5,8021;TC (7-1996);0,093213;5,4186;AO (4-1997);0,090856;4,5714;AO (12-2000);0,094942;4,112;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;371;13;873,944246627;-856,085562707;0,185539435;1738,171125414;1739,190733257;1789,081752228;-7,409330258;0,02273374;0,022363056;-1,478373;Normal with Mean = 0.0 and Stdev = 0.1271711710197892;0,059988;0,6371;Normal with Mean = 3.0 and Stdev = 0.2543423420395784;3,694928;0,0063;8,206325;39,181946;Chi2 with 19 degrees of freedom ;16,910911;0,5959;3,042877;37,321483;16,376801;2,927156;-0,740609;7,825792;0,053252;3,579019;(3,1,1)(0,1,1);0;3;1;1;0;1;1;0,114576;-0,032857;-0,279806;;-0,737599;;-0,882943;1;;;;;;;;;;;;;;;;;;;;;;;;;;x13;0,065052605;0,264888149;0,066521122;0,279233744;0,29335436;0,969049979;1910,424225409;1914,130629814;0,165357772;0,807987387;0,508212737;0;0;0;0;0;-t.AT.aT.aT.AT.aT;Present;0,093873449;0;0,490371137;0,218397524;0,424691539;0,191349329;0,398763683;A-.a-.--.--.--.--;None;None;0,026949444;0,500475111;0,42767029;1;0,979607786;0,431043436;--.--.--.--.--.--;None;None;0,000778237;0,429028076;0,624980766;1;0,999040866;0,982715595;0,875332431;--.--.--.--.--.--;None;None;0,001036267;0,077295143;-0,551748893;0;0,002058996;0;0,006240667;0,000000012;0,02450202;6,950376946;9,328578846;5,261936637;6,678037758;5,12940271;7,444094715;6,432065297;3,633428349;4,553939617;4,884401621;5,39570417;5,640723687;4,594852225;5,433453751;5,239908476;23-Henderson;3x5;0,710950613;0,456494033;1,902579042;0,674770063;3;0,504774655;0,246684015;0,635324925;0,143684468;0,461206297;0,433471864;0,880747286;0,933183082;Good;0;Good;0,005;Good;Good;Uncertain;0,017;Bad;0,004;Severe;0;Uncertain;0,057;Good;0,013;Good;0,808;Good;0,508;Good;0,881;Good;0,933;;;;;;;Good;1;Good;1;Good;0,977;Good;0,962;Good;0,226;Good;0,913;Good;0,573;Bad;0,002;Bad;0,006;Severe
RF1012;12;1990-01-31;2021-12-31;384;0;1990-01-31;2021-12-31;384;1;1;;;;1;0;;;;;;1;0;0;1;0;Week days;0,012185;29,8882;TC (4-2006);-0,135684;-5,4085;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;371;8;786,413480848;-929,953287052;0,302893687;1875,906574103;1876,304364159;1907,236190604;-6,998949011;0,028846586;0,028573152;-1,550459;Normal with Mean = 0.0 and Stdev = 0.1271711710197892;0,038403;0,7627;Normal with Mean = 3.0 and Stdev = 0.2543423420395784;3,239913;0,3455;1,587318;35,232967;Chi2 with 19 degrees of freedom ;29,358322;0,0606;1,889176;33,805195;28,291193;1,818269;-0,24687;1,684895;-1,085263;47,917497;(3,1,1)(0,1,1);0;3;1;1;0;1;1;-0,293001;-0,066514;-0,119016;;-0,816694;;-0,790801;1;;;;;;;;;;;;;;;;;;;;;;;;;;x13;0,108078835;0,450661496;0,08618475;0,297968001;0,025627076;0,968520158;1901,861138154;1920,97819544;0,102158427;0,803997306;0,519758808;0;0;0,00000002;0;0;-t.AT.-T.AT.AT.-t;Present;0,106030317;0;0,213576951;0,38883974;0,215068333;0,073182666;0,110576947;--.--.--.-t.--.--;None;None;0,005364438;0,209113837;0,785422158;1;0,997199841;0,77717163;--.--.--.--.--.--;None;None;0,100851088;0,796296015;0,91358954;1;0,999999096;0,708182458;0,776925174;--.--.--.--.--.--;None;None;0,004605209;0,954385296;-0,39053856;0,000000188;0,018087902;0,000017343;0,037553992;0,00002426;0,107361885;3,729645567;4,360761485;5,436578837;5,826967305;6,458969654;5,814819926;5,056769049;4,996659718;4,164666303;4,235782132;5,398666189;5,443681496;7,33385469;7,053180364;4,953076728;13 terms Henderson moving average;3x5;0,597866566;0,122569152;0,89765418;0,502154465;0,83687684;0,574631535;0,245697848;0,533695488;0,209535962;0,366647761;0,358054074;0,477966532;0,521892051;Good;0;Good;0,005;Good;Bad;Good;0,452;Uncertain;0,013;Bad;0,005;Good;0,412;Good;0,003;Good;0,804;Good;0,52;Good;0,478;Good;0,522;;;;;;;Good;1;Good;1;Good;0,987;Good;0,943;Good;0,894;Good;0,967;Good;0,668;Uncertain;0,018;Uncertain;0,038;Good
RF1013;12;1990-01-31;2021-12-31;384;0;1990-01-31;2021-12-31;384;0;0;Leap year;2,780712;3,2864;2;0;;;;;;11;2;3;6;0;Week days;0,80846;18,9399;AO (7-1994);32,346538;13,4586;TC (9-1992);-23,294896;-10,3238;AO (7-1991);21,603395;8,745;TC (5-1991);-16,789338;-7,1181;TC (8-1993);-17,749039;-7,7347;TC (9-1994);-18,714468;-7,7279;TC (1-1991);17,658063;6,8966;LS (9-1990);-11,849635;-5,3655;LS (4-1995);-8,473146;-5,2603;TC (11-1993);-10,377538;-4,6395;LS (1-2011);6,330915;4,3359;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;371;17;-941,893882986;-941,893882986;3457,494798549;1917,787765972;1919,521477021;1984,363201037;2,487243677;3,120804699;3,052768086;-1,540892;Normal with Mean = 0.0 and Stdev = 0.1271711710197892;0,297561;0,0193;Normal with Mean = 3.0 and Stdev = 0.2543423420395784;5,945007;0;72,872381;22,035612;Chi2 with 21 degrees of freedom ;146,323627;0;0,037821;21,21067;142,197533;0,036364;0,864044;2,481779;0,887456;4,664748;(1,1,1)(0,1,1);0;1;1;1;0;1;1;-0,247417;;;;-0,925288;;-0,295622;1;;;;;;;;;;;;;;;;;;;;;;;;;;x13;0,019280101;0,323001448;0,045301733;0,070773403;0,397474751;0,855831437;2367,355494654;2252,355507075;0,13754285;0,79310139;0,999725089;0;0;0,011125104;0;0;AT.A-.AT.At.AT.--;ProbablyNone;0;0;0,525563097;0,981267387;0,591717233;0,733814557;0,54950599;At.--.--.--.--.--;None;None;0;0,52010649;0,74683396;0,994777038;0,977748673;0,740049807;-t.--.--.--.--.--;None;None;0,000000166;0,740049807;0,800681104;0,999849962;0,999999986;0,999937107;0,929382543;-t.--.--.--.--.--;None;None;0,000000001;0,887713673;-0,415780819;0,23767615;0,045965315;0,605676;0,2511729;0,347401645;0,284526349;5,040536172;7,505705472;2,983920477;4,122731167;4,102214443;3,84974547;4,891396222;2,044568591;1,823940958;3,295684943;4,539770358;3,705833097;2,97995455;2,849459207;1,61291946;23-Henderson;3x3;0,649306728;0,327316493;1,335376717;0,172615598;1,484066642;0,406431809;0,921391669;1,232982558;0,677349505;0,482523967;0,445804508;0,831374023;0,901559249;Good;0;Good;0,006;Good;Good;Bad;0;Good;0,397;Good;0,151;Good;0,166;Good;0,029;Good;0,793;Good;1;Good;0,831;Good;0,902;;;;;;;Good;1;Good;1;Good;0,995;Good;0,99;Uncertain;0,063;Good;0,881;Good;0,187;Uncertain;0,046;Good;0,251;Good
